Registration #,,,Legal / LatLong,,,BT,OT,,Owner,,,,,,,,,Sale Name,Acres,Tons,,,M10,M1000,,,Rain,Burn Date,Time
Oregon Caves NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154061070001,,,40S-6W-16 / 42.0895 -123.4160,,,H,O,,OREGON CAVES N.M.,,,,,,,,,HORSESHOE SHADED FUEL BREAK 3,32,57,,,0,0,,,2,11/17/2015,09:00
174061070001,,,40S-6W-5 / 42.1000 -123.4500,,,H,O,,OREGON CAVES N.M.,,,,,,,,,Caves Creek Campground,5,10,,,,,,,,2/27/2018,09:45
174061070001,,,40S-6W-5 / 42.1000 -123.4500,,,H,O,,OREGON CAVES N.M.,,,,,,,,,Caves Creek Campground,8,34,,,0,0,,,3,12/3/2018,08:51
174061070001,,,40S-6W-5 / 42.1000 -123.4500,,,H,O,,OREGON CAVES N.M.,,,,,,,,,Caves Creek Campground,17,87,,,0,0,,,4,12/4/2018,08:01
174061070002,,,40S-6W-9 / 42.1000 -123.4500,,,H,O,,OREGON CAVES N.M.,,,,,,,,,Headquarters  Fuel Break,1,4,,,,,,,,2/28/2018,10:10
174061070002,,,40S-6W-9 / 42.1000 -123.4500,,,H,O,,OREGON CAVES N.M.,,,,,,,,,Headquarters  Fuel Break,0,1,,,0,0,,,2,3/19/2018,13:37
204061070001,,,40S-6W-9 / 42.1100 -123.4070,,,H,O,,OREGON CAVES N.M.,,,,,,,,,Headquarters Fuel Break,12,44,,,,,,,,3/24/2021,09:30
County Total:,,,,,,,,,,,,,,,,,,,75,237,,,,,,,,,
Oregon Caves NM District Total:,,,,,,,,,,,,,,,,,,,75,237,,,,,,,,,
